Filename,Label,Hist_1,Hist_2,Hist_3,Hist_4,Hist_5,Hist_6,Hist_7,Hist_8,Hist_9,Hist_10,Hist_11,Hist_12,Hist_13,Hist_14,Hist_15,Hist_16,Hist_17,Hist_18,Hist_19,Hist_20,Hist_21,Hist_22,Hist_23,Hist_24,Hist_25,Hist_26,Hist_27,Hist_28,Hist_29,Hist_30,Hist_31,Hist_32,Hist_33,Hist_34,Hist_35,Hist_36,Hist_37,Hist_38,Hist_39,Hist_40,Hist_41,Hist_42,Hist_43,Hist_44,Hist_45,Hist_46,Hist_47,Hist_48,GLCM_energy_0deg,GLCM_energy_45deg,GLCM_energy_90deg,GLCM_energy_135deg,GLCM_correlation_0deg,GLCM_correlation_45deg,GLCM_correlation_90deg,GLCM_correlation_135deg,GLCM_homogeneity_0deg,GLCM_homogeneity_45deg,GLCM_homogeneity_90deg,GLCM_homogeneity_135deg,GLCM_contrast_0deg,GLCM_contrast_45deg,GLCM_contrast_90deg,GLCM_contrast_135deg
20211226_100944.jpg,algal_spot,0.0,0.0,1.0,671.0,258.0,96.0,24.0,15.0,3.0,5.0,2.0,4.0,5.0,10.0,28.0,1132.0,0.0,0.0,0.0,93.0,317.0,45.0,21.0,11.0,0.0,8.0,10.0,36.0,2288.0,2739.0,0.0,0.0,0.0,0.0,1.0,209.0,273.0,89.0,18.0,11.0,3.0,5.0,7.0,36.0,1596.0,1099.0,0.0,0.0,0.7729235704317934,0.7682812684130054,0.7696790262601844,0.7682692173960084,0.9936204505989686,0.9840529778655132,0.9853993714545947,0.9831714496398263,0.9822199394463669,0.9694448393499889,0.9715001025862835,0.9698765911475051,0.04338235294117647,0.10877354863514034,0.09929534313725497,0.11478662053056518
20211226_101013.jpg,algal_spot,0.0,0.0,0.0,114.0,604.0,150.0,49.0,20.0,10.0,4.0,5.0,8.0,5.0,9.0,10.0,43.0,0.0,0.0,0.0,19.0,1207.0,142.0,38.0,18.0,8.0,4.0,5.0,14.0,260.0,1426.0,6.0,0.0,0.0,0.0,0.0,29.0,940.0,187.0,45.0,13.0,8.0,4.0,5.0,5.0,19.0,1664.0,313.0,0.0,0.7127941763389642,0.706942766178027,0.7094758714712555,0.7072850589660771,0.9912416575897413,0.9789217469648176,0.9823424296304516,0.9800978102690128,0.9713650699250288,0.9546061191223008,0.9615151508850145,0.9564659607077679,0.06775428921568627,0.16342945021145716,0.13662683823529406,0.15430988081507116
20211226_101036.jpg,algal_spot,0.0,0.0,30.0,550.0,296.0,207.0,16.0,3.0,9.0,11.0,18.0,31.0,52.0,159.0,786.0,3706.0,0.0,0.0,1.0,763.0,412.0,55.0,13.0,5.0,41.0,51.0,111.0,1247.0,1082.0,4.0,0.0,0.0,0.0,0.0,0.0,744.0,401.0,72.0,21.0,9.0,13.0,10.0,47.0,118.0,1322.0,2838.0,0.0,0.0,0.5687187232995279,0.563871080327687,0.5657972878873007,0.5631658268602326,0.9946278114905424,0.9874914238385223,0.9890681826221832,0.9873971882389918,0.9809390318627451,0.9707398720645211,0.9731582989530654,0.9695895800605752,0.044592524509803916,0.10405228758169938,0.09074754901960785,0.1048366013071895
20211226_101104.jpg,algal_spot,0.0,0.0,3.0,124.0,512.0,304.0,64.0,15.0,4.0,6.0,11.0,18.0,27.0,35.0,85.0,841.0,0.0,0.0,0.0,24.0,673.0,285.0,22.0,4.0,8.0,7.0,48.0,45.0,326.0,1658.0,9.0,1.0,0.0,0.0,0.0,9.0,672.0,247.0,32.0,8.0,9.0,6.0,5.0,10.0,37.0,145.0,2760.0,0.0,0.6070528887653682,0.5996973360523724,0.6031398120655604,0.6002602406326013,0.993224532524598,0.983580974050927,0.9860375740907855,0.9839434528679256,0.9795691861303344,0.9655473756178008,0.9703693175516814,0.9671318132079377,0.04934129901960785,0.11981545559400233,0.1016390931372549,0.1171703191080354
20211226_101153.jpg,algal_spot,0.0,1.0,524.0,258.0,98.0,29.0,18.0,12.0,9.0,11.0,13.0,14.0,22.0,39.0,545.0,3873.0,0.0,2.0,289.0,594.0,58.0,15.0,5.0,28.0,27.0,514.0,406.0,1093.0,99.0,0.0,0.0,0.0,0.0,0.0,167.0,532.0,92.0,30.0,10.0,9.0,14.0,22.0,54.0,397.0,1853.0,1.0,0.0,0.0,0.5444200988828377,0.5369599295060801,0.5405684057516699,0.537043348371417,0.9944805565568838,0.987532408212572,0.9887557025590483,0.9861413985276534,0.9813572303921567,0.9687708834576333,0.9728878316032294,0.9695124151692438,0.042248774509803924,0.09565551710880431,0.0860906862745098,0.1063283352556709
20211226_101224.jpg,algal_spot,0.0,15.0,579.0,255.0,86.0,29.0,13.0,14.0,10.0,12.0,10.0,15.0,27.0,52.0,412.0,4698.0,0.0,2.0,324.0,622.0,68.0,12.0,14.0,16.0,39.0,379.0,293.0,1372.0,9.0,0.0,0.0,0.0,0.0,0.0,190.0,474.0,77.0,11.0,7.0,7.0,8.0,27.0,53.0,417.0,1958.0,0.0,0.0,0.0,0.5364569978728015,0.5330671741610661,0.542936398943124,0.5334168994696967,0.9881857784050757,0.9855344205595853,0.994721417326112,0.9872012643701409,0.9710608600057669,0.967131785373186,0.9817839893310265,0.9678504786707514,0.09226409313725487,0.11317185697808536,0.041207107843137254,0.10013071895424838
20211226_101342.jpg,algal_spot,105.0,212.0,427.0,307.0,200.0,48.0,15.0,9.0,5.0,4.0,15.0,16.0,30.0,51.0,121.0,874.0,15.0,31.0,486.0,496.0,115.0,17.0,9.0,4.0,9.0,32.0,108.0,2950.0,815.0,30.0,1.0,0.0,5.0,58.0,682.0,378.0,137.0,36.0,9.0,5.0,5.0,5.0,25.0,41.0,1366.0,967.0,27.0,0.0,0.5259062211205655,0.5132735731138596,0.5179378086241996,0.5133607593781486,0.9914980352969418,0.9801161179233279,0.9825217124861174,0.9798395065840869,0.9665213199250291,0.9446796266588656,0.9498347390426761,0.9447836344070828,0.08530943627450979,0.20003075740099963,0.17552083333333332,0.20281430219146487
20211226_101415.jpg,algal_spot,0.0,0.0,158.0,461.0,233.0,27.0,11.0,12.0,14.0,16.0,23.0,30.0,67.0,377.0,1021.0,11.0,0.0,0.0,75.0,702.0,163.0,13.0,13.0,35.0,48.0,54.0,254.0,499.0,4470.0,0.0,0.0,0.0,0.0,0.0,51.0,775.0,100.0,14.0,6.0,14.0,26.0,34.0,54.0,375.0,948.0,258.0,0.0,0.0,0.5673709494351545,0.5601547940885799,0.5618728495486272,0.5604612347369611,0.9952929459679034,0.9862539953909489,0.9881010190784564,0.9876929153226389,0.9838054173875431,0.9699279393063229,0.9722577854671279,0.9712147816450689,0.037637867647058815,0.11018838908112263,0.09522058823529407,0.09865436370626685
20211226_101452.jpg,algal_spot,0.0,0.0,11.0,209.0,322.0,312.0,61.0,11.0,12.0,13.0,22.0,18.0,35.0,72.0,296.0,1276.0,0.0,0.0,4.0,165.0,367.0,177.0,27.0,6.0,36.0,32.0,67.0,112.0,683.0,2776.0,12.0,0.0,0.0,0.0,1.0,151.0,424.0,192.0,36.0,15.0,10.0,6.0,18.0,37.0,90.0,1991.0,5622.0,2.0,0.7478783980626172,0.744044410890777,0.7449544414330416,0.7433835521228971,0.9938574264730616,0.9841454511345185,0.9854337771161914,0.9835005855864917,0.9840051903114186,0.9723884757167884,0.973190287851566,0.9715934038596363,0.039154411764705875,0.10133025759323341,0.09284620098039213,0.10545174932718188
20211226_101553.jpg,algal_spot,0.0,0.0,44.0,252.0,368.0,227.0,103.0,32.0,9.0,9.0,10.0,19.0,26.0,38.0,359.0,1542.0,0.0,0.0,8.0,211.0,519.0,274.0,55.0,13.0,17.0,16.0,34.0,54.0,121.0,1355.0,2079.0,0.0,0.0,0.0,4.0,211.0,519.0,238.0,50.0,20.0,11.0,7.0,13.0,20.0,47.0,197.0,3124.0,0.0,0.5266198248619698,0.5175413611570846,0.5216843919873773,0.519295329804918,0.9915954853368719,0.9819033032675595,0.9850083388301221,0.9833770778941772,0.9684529988465975,0.9511025848375737,0.9576194159790614,0.954604295946042,0.07806372549019608,0.16844290657439445,0.13921568627450978,0.1547251057285659
